MV1_DATE,TERM,Mid_Market_Rate
3/2/26,20Y,3.953
3/2/26,30Y,3.958
2/27/26,ON,3.68
2/27/26,1W,3.662
2/27/26,2W,3.663
2/27/26,3W,3.662
2/27/26,1M,3.666
2/27/26,2M,3.663
2/27/26,3M,3.653
2/27/26,4M,3.635
2/27/26,5M,3.617
2/27/26,6M,3.589
2/27/26,9M,3.502
2/27/26,1Y,3.416
2/27/26,18M,3.267
2/27/26,2Y,3.203
2/27/26,3Y,3.163
2/27/26,5Y,3.228
2/27/26,10Y,3.532
2/27/26,20Y,3.885
2/27/26,30Y,3.898
2/26/26,ON,3.67
2/26/26,1W,3.675
2/26/26,2W,3.674
2/26/26,3W,3.672
2/26/26,1M,3.669
2/26/26,2M,3.668
2/26/26,3M,3.663
2/26/26,4M,3.653
2/26/26,5M,3.638
2/26/26,6M,3.616
2/26/26,9M,3.539
2/26/26,1Y,3.464
2/26/26,18M,3.33
2/26/26,2Y,3.275
2/26/26,3Y,3.239
2/26/26,5Y,3.308
2/26/26,10Y,3.602
2/26/26,20Y,3.945
2/26/26,30Y,3.955
2/25/26,ON,3.67
2/25/26,1W,3.677
2/25/26,2W,3.665
2/25/26,3W,3.663
2/25/26,1M,3.667
2/25/26,2M,3.674
2/25/26,3M,3.668
2/25/26,4M,3.66
2/25/26,5M,3.647
2/25/26,6M,3.624
2/25/26,9M,3.55
2/25/26,1Y,3.481
2/25/26,18M,3.352
2/25/26,2Y,3.297
2/25/26,3Y,3.267
2/25/26,5Y,3.335
2/25/26,10Y,3.625
2/25/26,20Y,3.967
2/25/26,30Y,3.975
2/24/26,ON,3.67
2/24/26,1W,3.697
2/24/26,2W,3.68
2/24/26,3W,3.675
2/24/26,1M,3.674
2/24/26,2M,3.677
2/24/26,3M,3.671
2/24/26,4M,3.663
2/24/26,5M,3.647
2/24/26,6M,3.624
2/24/26,9M,3.545
2/24/26,1Y,3.468
2/24/26,18M,3.333
2/24/26,2Y,3.273
2/24/26,3Y,3.235
2/24/26,5Y,3.302
2/24/26,10Y,3.599
2/24/26,20Y,3.948
2/24/26,30Y,3.96
2/23/26,ON,3.66
2/23/26,1W,3.691
2/23/26,2W,3.677
2/23/26,3W,3.674
2/23/26,1M,3.674
2/23/26,2M,3.678
2/23/26,3M,3.672
2/23/26,4M,3.664
2/23/26,5M,3.645
2/23/26,6M,3.62
2/23/26,9M,3.535
2/23/26,1Y,3.452
2/23/26,18M,3.312
2/23/26,2Y,3.25
2/23/26,3Y,3.215
2/23/26,5Y,3.288
2/23/26,10Y,3.596
2/23/26,20Y,3.953
2/23/26,30Y,3.967
2/20/26,ON,3.66
2/20/26,1W,3.684
2/20/26,2W,3.677
2/20/26,3W,3.674
2/20/26,1M,3.674
2/20/26,2M,3.677
2/20/26,3M,3.671
2/20/26,4M,3.665
2/20/26,5M,3.647
2/20/26,6M,3.624
2/20/26,9M,3.544
2/20/26,1Y,3.469
2/20/26,18M,3.344
2/20/26,2Y,3.296
2/20/26,3Y,3.28
2/20/26,5Y,3.363
2/20/26,10Y,3.666
2/20/26,20Y,4.005
2/20/26,30Y,4.009
2/19/26,ON,3.67
2/19/26,1W,3.67
2/19/26,2W,3.671
2/19/26,3W,3.673
2/19/26,1M,3.672
2/19/26,2M,3.673
2/19/26,3M,3.665
2/19/26,4M,3.658
2/19/26,5M,3.637
2/19/26,6M,3.611
2/19/26,9M,3.528
2/19/26,1Y,3.452
2/19/26,18M,3.329
2/19/26,2Y,3.286
2/19/26,3Y,3.275
2/19/26,5Y,3.364
2/19/26,10Y,3.664
2/19/26,20Y,4.0
2/19/26,30Y,4.001
2/18/26,ON,3.73
2/18/26,1W,3.671
2/18/26,2W,3.674
2/18/26,3W,3.676
2/18/26,1M,3.676
2/18/26,2M,3.672
2/18/26,3M,3.666
2/18/26,4M,3.658
2/18/26,5M,3.635
2/18/26,6M,3.608
2/18/26,9M,3.521
2/18/26,1Y,3.441
2/18/26,18M,3.32
2/18/26,2Y,3.278
2/18/26,3Y,3.271
2/18/26,5Y,3.366
2/18/26,10Y,3.675
2/18/26,20Y,4.01
2/18/26,30Y,4.013
2/17/26,ON,3.71
2/17/26,1W,3.657
2/17/26,2W,3.663
2/17/26,3W,3.665
2/17/26,1M,3.666
2/17/26,2M,3.664
2/17/26,3M,3.657
2/17/26,4M,3.648
2/17/26,5M,3.626
2/17/26,6M,3.6
2/17/26,9M,3.513
2/17/26,1Y,3.432
2/17/26,18M,3.304
2/17/26,2Y,3.258
2/17/26,3Y,3.248
2/17/26,5Y,3.343
2/17/26,10Y,3.647
2/17/26,20Y,3.983
2/17/26,30Y,3.985
2/16/26,ON,3.66
2/16/26,1W,3.652
2/16/26,2W,3.66
2/16/26,3W,3.662
2/16/26,1M,3.664
2/16/26,2M,3.661
2/16/26,3M,3.652
2/16/26,4M,3.645
2/16/26,5M,3.614
2/16/26,6M,3.586
2/16/26,9M,3.491
2/16/26,1Y,3.406
2/16/26,18M,3.278
2/16/26,2Y,3.237
2/16/26,3Y,3.231
2/16/26,5Y,3.325
2/16/26,10Y,3.639
2/16/26,20Y,3.987
2/16/26,30Y,3.994
2/13/26,ON,3.66
2/13/26,1W,3.652
2/13/26,2W,3.66
2/13/26,3W,3.662
2/13/26,1M,3.664
2/13/26,2M,3.66
2/13/26,3M,3.652
2/13/26,4M,3.644
2/13/26,5M,3.613
2/13/26,6M,3.585
2/13/26,9M,3.489
2/13/26,1Y,3.403
2/13/26,18M,3.274
2/13/26,2Y,3.232
2/13/26,3Y,3.228
2/13/26,5Y,3.332
2/13/26,10Y,3.649
2/13/26,20Y,3.993
2/13/26,30Y,3.998
2/12/26,ON,3.65
2/12/26,1W,3.649
2/12/26,2W,3.656
2/12/26,3W,3.659
2/12/26,1M,3.661
2/12/26,2M,3.661
2/12/26,3M,3.655
2/12/26,4M,3.649
2/12/26,5M,3.624
2/12/26,6M,3.598
2/12/26,9M,3.512
2/12/26,1Y,3.437
2/12/26,18M,3.323
2/12/26,2Y,3.291
2/12/26,3Y,3.292
2/12/26,5Y,3.389
2/12/26,10Y,3.692
2/12/26,20Y,4.026
2/12/26,30Y,4.027
2/11/26,ON,3.65
2/11/26,1W,3.65
2/11/26,2W,3.652
2/11/26,3W,3.657
2/11/26,1M,3.66
2/11/26,2M,3.66
2/11/26,3M,3.657
2/11/26,4M,3.653
2/11/26,5M,3.633
2/11/26,6M,3.61
2/11/26,9M,3.533
2/11/26,1Y,3.463
2/11/26,18M,3.363
2/11/26,2Y,3.338
2/11/26,3Y,3.351
2/11/26,5Y,3.461
2/11/26,10Y,3.769
2/11/26,20Y,4.112
2/11/26,30Y,4.116
2/10/26,ON,3.65
2/10/26,1W,3.651
2/10/26,2W,3.651
2/10/26,3W,3.656
2/10/26,1M,3.659
2/10/26,2M,3.645
2/10/26,3M,3.632
2/10/26,4M,3.619
2/10/26,5M,3.589
2/10/26,6M,3.56
2/10/26,9M,3.473
2/10/26,1Y,3.403
2/10/26,18M,3.305
2/10/26,2Y,3.284
2/10/26,3Y,3.302
2/10/26,5Y,3.421
2/10/26,10Y,3.744
2/10/26,20Y,4.089
2/10/26,30Y,4.091
2/9/26,ON,3.63
2/9/26,1W,3.656
2/9/26,2W,3.657
2/9/26,3W,3.659
2/9/26,1M,3.66
2/9/26,2M,3.649
2/9/26,3M,3.64
2/9/26,4M,3.628
2/9/26,5M,3.6
2/9/26,6M,3.573
2/9/26,9M,3.487
2/9/26,1Y,3.42
2/9/26,18M,3.326
2/9/26,2Y,3.311
2/9/26,3Y,3.338
2/9/26,5Y,3.466
2/9/26,10Y,3.79
2/9/26,20Y,4.141
2/9/26,30Y,4.142
2/6/26,ON,3.64
2/6/26,1W,3.657
2/6/26,2W,3.658
2/6/26,3W,3.66
2/6/26,1M,3.661
2/6/26,2M,3.651
2/6/26,3M,3.642
2/6/26,4M,3.632
2/6/26,5M,3.607
2/6/26,6M,3.581
2/6/26,9M,3.5
2/6/26,1Y,3.433
2/6/26,18M,3.342
2/6/26,2Y,3.327
2/6/26,3Y,3.356
2/6/26,5Y,3.479
2/6/26,10Y,3.801
2/6/26,20Y,4.149
2/6/26,30Y,4.152
2/5/26,ON,3.65
2/5/26,1W,3.661
2/5/26,2W,3.662
2/5/26,3W,3.664
2/5/26,1M,3.665
2/5/26,2M,3.651
2/5/26,3M,3.637
2/5/26,4M,3.623
2/5/26,5M,3.597
2/5/26,6M,3.569
2/5/26,9M,3.488
2/5/26,1Y,3.422
2/5/26,18M,3.33
2/5/26,2Y,3.315
2/5/26,3Y,3.342
2/5/26,5Y,3.474
2/5/26,10Y,3.804
2/5/26,20Y,4.156
2/5/26,30Y,4.162
2/4/26,ON,3.65
2/4/26,1W,3.667
2/4/26,2W,3.668
2/4/26,3W,3.67
2/4/26,1M,3.671
2/4/26,2M,3.667
2/4/26,3M,3.663
2/4/26,4M,3.655
2/4/26,5M,3.64
2/4/26,6M,3.621
2/4/26,9M,3.553
2/4/26,1Y,3.492
2/4/26,18M,3.406
2/4/26,2Y,3.396
2/4/26,3Y,3.425
2/4/26,5Y,3.555
2/4/26,10Y,3.875
2/4/26,20Y,4.218
2/4/26,30Y,4.218
2/3/26,ON,3.69
2/3/26,1W,3.669
2/3/26,2W,3.67
2/3/26,3W,3.672
2/3/26,1M,3.673
2/3/26,2M,3.67
2/3/26,3M,3.666
2/3/26,4M,3.658
2/3/26,5M,3.643
2/3/26,6M,3.625
2/3/26,9M,3.559
2/3/26,1Y,3.501
2/3/26,18M,3.417
2/3/26,2Y,3.408
2/3/26,3Y,3.436
2/3/26,5Y,3.558
2/3/26,10Y,3.876
2/3/26,20Y,4.217
2/3/26,30Y,4.216
2/2/26,ON,3.69
2/2/26,1W,3.67
2/2/26,2W,3.67
2/2/26,3W,3.67
2/2/26,1M,3.672
2/2/26,2M,3.668
2/2/26,3M,3.664
2/2/26,4M,3.655
2/2/26,5M,3.639
2/2/26,6M,3.621
2/2/26,9M,3.555
2/2/26,1Y,3.497
2/2/26,18M,3.413
2/2/26,2Y,3.404
2/2/26,3Y,3.434
2/2/26,5Y,3.564
2/2/26,10Y,3.886
2/2/26,20Y,4.229
2/2/26,30Y,4.229
1/30/26,ON,3.68
1/30/26,1W,3.673
1/30/26,2W,3.671
1/30/26,3W,3.671
1/30/26,1M,3.672
1/30/26,2M,3.667
1/30/26,3M,3.661
1/30/26,4M,3.649
1/30/26,5M,3.631
1/30/26,6M,3.612
1/30/26,9M,3.535
1/30/26,1Y,3.47
1/30/26,18M,3.378
1/30/26,2Y,3.363
1/30/26,3Y,3.392
1/30/26,5Y,3.525
1/30/26,10Y,3.854
1/30/26,20Y,4.199
1/30/26,30Y,4.199
1/29/26,ON,3.65
1/29/26,1W,3.677
1/29/26,2W,3.67
1/29/26,3W,3.669
1/29/26,1M,3.669
1/29/26,2M,3.665
1/29/26,3M,3.66
1/29/26,4M,3.65
1/29/26,5M,3.636
1/29/26,6M,3.618
1/29/26,9M,3.548
1/29/26,1Y,3.49
1/29/26,18M,3.402
1/29/26,2Y,3.389
1/29/26,3Y,3.418
1/29/26,5Y,3.536
1/29/26,10Y,3.846
1/29/26,20Y,4.188
1/29/26,30Y,4.188
1/28/26,ON,3.64
1/28/26,1W,3.695
1/28/26,2W,3.679
1/28/26,3W,3.675
1/28/26,1M,3.673
1/28/26,2M,3.671
1/28/26,3M,3.669
1/28/26,4M,3.66
1/28/26,5M,3.649
1/28/26,6M,3.633
1/28/26,9M,3.566
1/28/26,1Y,3.511
1/28/26,18M,3.428
1/28/26,2Y,3.42
1/28/26,3Y,3.453
1/28/26,5Y,3.577
1/28/26,10Y,3.883
1/28/26,20Y,4.215
1/28/26,30Y,4.21
1/27/26,ON,3.66
1/27/26,1W,3.695
1/27/26,2W,3.68
1/27/26,3W,3.673
1/27/26,1M,3.67
1/27/26,2M,3.666
1/27/26,3M,3.664
1/27/26,4M,3.654
1/27/26,5M,3.642
1/27/26,6M,3.626
1/27/26,9M,3.556
1/27/26,1Y,3.497
1/27/26,18M,3.411
1/27/26,2Y,3.402
1/27/26,3Y,3.431
1/27/26,5Y,3.551
1/27/26,10Y,3.86
1/27/26,20Y,4.193
1/27/26,30Y,4.189
1/26/26,ON,3.66
1/26/26,1W,3.703
1/26/26,2W,3.688
1/26/26,3W,3.681
1/26/26,1M,3.678
1/26/26,2M,3.674
1/26/26,3M,3.672
1/26/26,4M,3.663
1/26/26,5M,3.653
1/26/26,6M,3.639
1/26/26,9M,3.576
1/26/26,1Y,3.521
1/26/26,18M,3.439
1/26/26,2Y,3.43
1/26/26,3Y,3.456
1/26/26,5Y,3.565
1/26/26,10Y,3.86
1/26/26,20Y,4.184
1/26/26,30Y,4.174
1/23/26,ON,3.65
1/23/26,1W,3.695
1/23/26,2W,3.682
1/23/26,3W,3.678
1/23/26,1M,3.677
1/23/26,2M,3.675
1/23/26,3M,3.672
1/23/26,4M,3.662
1/23/26,5M,3.652
1/23/26,6M,3.639
1/23/26,9M,3.582
1/23/26,1Y,3.531
1/23/26,18M,3.455
1/23/26,2Y,3.448
1/23/26,3Y,3.482
1/23/26,5Y,3.6
1/23/26,10Y,3.904
1/23/26,20Y,4.232
1/23/26,30Y,4.22
1/22/26,ON,3.64
1/22/26,1W,3.68
1/22/26,2W,3.674
1/22/26,3W,3.672
1/22/26,1M,3.672
1/22/26,2M,3.673
1/22/26,3M,3.67
1/22/26,4M,3.662
1/22/26,5M,3.654
1/22/26,6M,3.64
1/22/26,9M,3.584
1/22/26,1Y,3.535
1/22/26,18M,3.459
1/22/26,2Y,3.452
1/22/26,3Y,3.481
1/22/26,5Y,3.595
1/22/26,10Y,3.897
1/22/26,20Y,4.227
1/22/26,30Y,4.215
1/21/26,ON,3.63
1/21/26,1W,3.659
1/21/26,2W,3.674
1/21/26,3W,3.673
1/21/26,1M,3.673
1/21/26,2M,3.674
1/21/26,3M,3.67
1/21/26,4M,3.66
1/21/26,5M,3.652
1/21/26,6M,3.635
1/21/26,9M,3.574
1/21/26,1Y,3.519
1/21/26,18M,3.435
1/21/26,2Y,3.437
1/21/26,3Y,3.463
1/21/26,5Y,3.578
1/21/26,10Y,3.889
1/21/26,20Y,4.23
1/21/26,30Y,4.221
1/20/26,ON,3.64
1/20/26,1W,3.651
1/20/26,2W,3.672
1/20/26,3W,3.673
1/20/26,1M,3.674
1/20/26,2M,3.677
1/20/26,3M,3.67
1/20/26,4M,3.659
1/20/26,5M,3.649
1/20/26,6M,3.633
1/20/26,9M,3.574
1/20/26,1Y,3.52
1/20/26,18M,3.437
1/20/26,2Y,3.43
1/20/26,3Y,3.461
1/20/26,5Y,3.588
1/20/26,10Y,3.912
1/20/26,20Y,4.253
1/20/26,30Y,4.243
1/19/26,ON,3.65
1/19/26,1W,3.651
1/19/26,2W,3.669
1/19/26,3W,3.67
1/19/26,1M,3.672
1/19/26,2M,3.674
1/19/26,3M,3.668
1/19/26,4M,3.659
1/19/26,5M,3.65
1/19/26,6M,3.634
1/19/26,9M,3.575
1/19/26,1Y,3.522
1/19/26,18M,3.435
1/19/26,2Y,3.426
1/19/26,3Y,3.453
1/19/26,5Y,3.558
1/19/26,10Y,3.865
1/19/26,20Y,4.198
1/19/26,30Y,4.19
1/16/26,ON,3.65
1/16/26,1W,3.651
1/16/26,2W,3.669
1/16/26,3W,3.669
1/16/26,1M,3.671
1/16/26,2M,3.674
1/16/26,3M,3.669
1/16/26,4M,3.66
1/16/26,5M,3.651
1/16/26,6M,3.637
1/16/26,9M,3.581
1/16/26,1Y,3.53
1/16/26,18M,3.447
1/16/26,2Y,3.435
1/16/26,3Y,3.46
1/16/26,5Y,3.57
1/16/26,10Y,3.875
1/16/26,20Y,4.207
1/16/26,30Y,4.197
1/15/26,ON,3.66
1/15/26,1W,3.656
1/15/26,2W,3.671
1/15/26,3W,3.671
1/15/26,1M,3.672
1/15/26,2M,3.675
1/15/26,3M,3.67
1/15/26,4M,3.662
1/15/26,5M,3.653
1/15/26,6M,3.636
1/15/26,9M,3.572
1/15/26,1Y,3.514
1/15/26,18M,3.42
1/15/26,2Y,3.401
1/15/26,3Y,3.414
1/15/26,5Y,3.516
1/15/26,10Y,3.819
1/15/26,20Y,4.163
1/15/26,30Y,4.158
1/14/26,ON,3.64
1/14/26,1W,3.654
1/14/26,2W,3.656
1/14/26,3W,3.669
1/14/26,1M,3.672
1/14/26,2M,3.678
1/14/26,3M,3.668
1/14/26,4M,3.657
1/14/26,5M,3.648
1/14/26,6M,3.626
1/14/26,9M,3.552
1/14/26,1Y,3.482
1/14/26,18M,3.376
1/14/26,2Y,3.349
1/14/26,3Y,3.36
1/14/26,5Y,3.467
1/14/26,10Y,3.798
1/14/26,20Y,4.157
1/14/26,30Y,4.157
1/13/26,ON,3.65
1/13/26,1W,3.66
1/13/26,2W,3.661
1/13/26,3W,3.674
1/13/26,1M,3.677
1/13/26,2M,3.683
1/13/26,3M,3.672
1/13/26,4M,3.661
1/13/26,5M,3.65
1/13/26,6M,3.628
1/13/26,9M,3.556
1/13/26,1Y,3.49
1/13/26,18M,3.385
1/13/26,2Y,3.362
1/13/26,3Y,3.378
1/13/26,5Y,3.49
1/13/26,10Y,3.815
1/13/26,20Y,4.175
1/13/26,30Y,4.173
1/12/26,ON,3.64
1/12/26,1W,3.666
1/12/26,2W,3.669
1/12/26,3W,3.681
1/12/26,1M,3.68
1/12/26,2M,3.683
1/12/26,3M,3.672
1/12/26,4M,3.661
1/12/26,5M,3.65
1/12/26,6M,3.631
1/12/26,9M,3.563
1/12/26,1Y,3.501
1/12/26,18M,3.402
1/12/26,2Y,3.382
1/12/26,3Y,3.401
1/12/26,5Y,3.51
1/12/26,10Y,3.824
1/12/26,20Y,4.175
1/12/26,30Y,4.171
1/9/26,ON,3.64
1/9/26,1W,3.674
1/9/26,2W,3.672
1/9/26,3W,3.684
1/9/26,1M,3.683
1/9/26,2M,3.685
1/9/26,3M,3.672
1/9/26,4M,3.661
1/9/26,5M,3.649
1/9/26,6M,3.629
1/9/26,9M,3.556
1/9/26,1Y,3.494
1/9/26,18M,3.395
1/9/26,2Y,3.376
1/9/26,3Y,3.395
1/9/26,5Y,3.497
1/9/26,10Y,3.805
1/9/26,20Y,4.154
1/9/26,30Y,4.15
1/8/26,ON,3.64
1/8/26,1W,3.671
1/8/26,2W,3.67
1/8/26,3W,3.683
1/8/26,1M,3.676
1/8/26,2M,3.672
1/8/26,3M,3.651
1/8/26,4M,3.634
1/8/26,5M,3.618
1/8/26,6M,3.592
1/8/26,9M,3.511
1/8/26,1Y,3.445
1/8/26,18M,3.345
1/8/26,2Y,3.325
1/8/26,3Y,3.351
1/8/26,5Y,3.469
1/8/26,10Y,3.804
1/8/26,20Y,4.173
1/8/26,30Y,4.174
1/7/26,ON,3.65
1/7/26,1W,3.674
1/7/26,2W,3.677
1/7/26,3W,3.677
1/7/26,1M,3.681
1/7/26,2M,3.677
1/7/26,3M,3.656
1/7/26,4M,3.635
1/7/26,5M,3.618
1/7/26,6M,3.592
1/7/26,9M,3.508
1/7/26,1Y,3.437
1/7/26,18M,3.332
1/7/26,2Y,3.307
1/7/26,3Y,3.322
1/7/26,5Y,3.431
1/7/26,10Y,3.762
1/7/26,20Y,4.132
1/7/26,30Y,4.132
1/6/26,ON,3.66
1/6/26,1W,3.662
1/6/26,2W,3.676
1/6/26,3W,3.676
1/6/26,1M,3.675
1/6/26,2M,3.668
1/6/26,3M,3.648
1/6/26,4M,3.629
1/6/26,5M,3.61
1/6/26,6M,3.586
1/6/26,9M,3.506
1/6/26,1Y,3.439
1/6/26,18M,3.336
1/6/26,2Y,3.314
1/6/26,3Y,3.338
1/6/26,5Y,3.453
1/6/26,10Y,3.799
1/6/26,20Y,4.175
1/6/26,30Y,4.178
1/5/26,ON,3.7
1/5/26,1W,3.648
1/5/26,2W,3.668
1/5/26,3W,3.671
1/5/26,1M,3.675
1/5/26,2M,3.667
1/5/26,3M,3.646
1/5/26,4M,3.624
1/5/26,5M,3.602
1/5/26,6M,3.576
1/5/26,9M,3.49
1/5/26,1Y,3.42
1/5/26,18M,3.317
1/5/26,2Y,3.296
1/5/26,3Y,3.322
1/5/26,5Y,3.445
1/5/26,10Y,3.788
1/5/26,20Y,4.166
1/5/26,30Y,4.17
1/2/26,ON,3.75
1/2/26,1W,3.668
1/2/26,2W,3.673
1/2/26,3W,3.678
1/2/26,1M,3.676
1/2/26,2M,3.666
1/2/26,3M,3.644
1/2/26,4M,3.621
1/2/26,5M,3.598
1/2/26,6M,3.573
1/2/26,9M,3.491
1/2/26,1Y,3.424
1/2/26,18M,3.326
1/2/26,2Y,3.31
1/2/26,3Y,3.342
1/2/26,5Y,3.471
1/2/26,10Y,3.813
1/2/26,20Y,4.182
1/2/26,30Y,4.18
1/1/26,ON,3.87
1/1/26,1W,3.677
1/1/26,2W,3.678
1/1/26,3W,3.681
1/1/26,1M,3.68
1/1/26,2M,3.669
1/1/26,3M,3.648
1/1/26,4M,3.628
1/1/26,5M,3.605
1/1/26,6M,3.577
1/1/26,9M,3.493
1/1/26,1Y,3.424
1/1/26,18M,3.323
1/1/26,2Y,3.304
1/1/26,3Y,3.332
1/1/26,5Y,3.463
1/1/26,10Y,3.799
1/1/26,20Y,4.171
1/1/26,30Y,4.169
12/31/25,ON,3.87
12/31/25,1W,3.677
12/31/25,2W,3.678
12/31/25,3W,3.681
12/31/25,1M,3.68
12/31/25,2M,3.67
12/31/25,3M,3.649
12/31/25,4M,3.628
12/31/25,5M,3.605
12/31/25,6M,3.578
12/31/25,9M,3.496
12/31/25,1Y,3.429
12/31/25,18M,3.329
12/31/25,2Y,3.311
12/31/25,3Y,3.339
12/31/25,5Y,3.463
12/31/25,10Y,3.799
12/31/25,20Y,4.171
12/31/25,30Y,4.169
12/30/25,ON,3.71
12/30/25,1W,3.708
12/30/25,2W,3.686
12/30/25,3W,3.685
12/30/25,1M,3.686
12/30/25,2M,3.672
12/30/25,3M,3.654
12/30/25,4M,3.629
12/30/25,5M,3.605
12/30/25,6M,3.579
12/30/25,9M,3.491
12/30/25,1Y,3.417
12/30/25,18M,3.312
12/30/25,2Y,3.287
12/30/25,3Y,3.306
12/30/25,5Y,3.424
12/30/25,10Y,3.767
12/30/25,20Y,4.14
12/30/25,30Y,4.14
12/29/25,ON,3.77
12/29/25,1W,3.798
12/29/25,2W,3.733
12/29/25,3W,3.718
12/29/25,1M,3.709
12/29/25,2M,3.686
12/29/25,3M,3.665
12/29/25,4M,3.641
12/29/25,5M,3.614
12/29/25,6M,3.586
12/29/25,9M,3.496
12/29/25,1Y,3.422
12/29/25,18M,3.315
12/29/25,2Y,3.292
12/29/25,3Y,3.306
12/29/25,5Y,3.413
12/29/25,10Y,3.748
12/29/25,20Y,4.123
12/29/25,30Y,4.124
12/26/25,ON,3.76
12/26/25,1W,3.845
12/26/25,2W,3.764
12/26/25,3W,3.741
12/26/25,1M,3.728
12/26/25,2M,3.694
12/26/25,3M,3.667
12/26/25,4M,3.633
12/26/25,5M,3.608
12/26/25,6M,3.583
12/26/25,9M,3.5
12/26/25,1Y,3.432
12/26/25,18M,3.331
12/26/25,2Y,3.307
12/26/25,3Y,3.322
12/26/25,5Y,3.43
12/26/25,10Y,3.762
12/26/25,20Y,4.135
12/26/25,30Y,4.136
12/25/25,ON,3.66
12/25/25,1W,3.848
12/25/25,2W,3.776
12/25/25,3W,3.75
12/25/25,1M,3.732
12/25/25,2M,3.705
12/25/25,3M,3.685
12/25/25,4M,3.661
12/25/25,5M,3.634
12/25/25,6M,3.61
12/25/25,9M,3.526
12/25/25,1Y,3.458
12/25/25,18M,3.356
12/25/25,2Y,3.334
12/25/25,3Y,3.348
12/25/25,5Y,3.452
12/25/25,10Y,3.764
12/25/25,20Y,4.121
12/25/25,30Y,4.113
12/24/25,ON,3.66
12/24/25,1W,3.848
12/24/25,2W,3.776
12/24/25,3W,3.75
12/24/25,1M,3.732
12/24/25,2M,3.705
12/24/25,3M,3.685
12/24/25,4M,3.661
12/24/25,5M,3.634
12/24/25,6M,3.61
12/24/25,9M,3.526
12/24/25,1Y,3.458
12/24/25,18M,3.356
12/24/25,2Y,3.334
12/24/25,3Y,3.348
12/24/25,5Y,3.452
12/24/25,10Y,3.754
12/24/25,20Y,4.116
12/24/25,30Y,4.113
12/23/25,ON,3.66
12/23/25,1W,3.83
12/23/25,2W,3.798
12/23/25,3W,3.769
12/23/25,1M,3.744
12/23/25,2M,3.715
12/23/25,3M,3.699
12/23/25,4M,3.671
12/23/25,5M,3.647
12/23/25,6M,3.625
12/23/25,9M,3.543
12/23/25,1Y,3.478
12/23/25,18M,3.377
12/23/25,2Y,3.356
12/23/25,3Y,3.369
12/23/25,5Y,3.467
12/23/25,10Y,3.785
12/23/25,20Y,4.144
12/23/25,30Y,4.138
12/22/25,ON,3.68
12/22/25,1W,3.754
12/22/25,2W,3.805
12/22/25,3W,3.769
12/22/25,1M,3.748
12/22/25,2M,3.715
12/22/25,3M,3.698
12/22/25,4M,3.666
12/22/25,5M,3.636
12/22/25,6M,3.613
12/22/25,9M,3.528
12/22/25,1Y,3.457
12/22/25,18M,3.351
12/22/25,2Y,3.328
12/22/25,3Y,3.348
12/22/25,5Y,3.451
12/22/25,10Y,3.782
12/22/25,20Y,4.148
12/22/25,30Y,4.141
12/19/25,ON,3.66
12/19/25,1W,3.761
12/19/25,2W,3.811
12/19/25,3W,3.771
12/19/25,1M,3.751
12/19/25,2M,3.713
12/19/25,3M,3.695
12/19/25,4M,3.662
12/19/25,5M,3.63
12/19/25,6M,3.607
12/19/25,9M,3.519
12/19/25,1Y,3.445
12/19/25,18M,3.331
12/19/25,2Y,3.303
12/19/25,3Y,3.318
12/19/25,5Y,3.428
12/19/25,10Y,3.766
12/19/25,20Y,4.135
12/19/25,30Y,4.133
12/18/25,ON,3.66
12/18/25,1W,3.743
12/18/25,2W,3.805
12/18/25,3W,3.765
12/18/25,1M,3.745
12/18/25,2M,3.707
12/18/25,3M,3.69
12/18/25,4M,3.657
12/18/25,5M,3.627
12/18/25,6M,3.602
12/18/25,9M,3.51
12/18/25,1Y,3.434
12/18/25,18M,3.316
12/18/25,2Y,3.282
12/18/25,3Y,3.287
12/18/25,5Y,3.396
12/18/25,10Y,3.734
12/18/25,20Y,4.106
12/18/25,30Y,4.104
12/17/25,ON,3.69
12/17/25,1W,3.705
12/17/25,2W,3.78
12/17/25,3W,3.77
12/17/25,1M,3.748
12/17/25,2M,3.715
12/17/25,3M,3.703
12/17/25,4M,3.67
12/17/25,5M,3.645
12/17/25,6M,3.619
12/17/25,9M,3.531
12/17/25,1Y,3.456
12/17/25,18M,3.34
12/17/25,2Y,3.31
12/17/25,3Y,3.319
12/17/25,5Y,3.428
12/17/25,10Y,3.765
12/17/25,20Y,4.133
12/17/25,30Y,4.13
12/16/25,ON,3.69
12/16/25,1W,3.698
12/16/25,2W,3.745
12/16/25,3W,3.763
12/16/25,1M,3.74
12/16/25,2M,3.713
12/16/25,3M,3.703
12/16/25,4M,3.672
12/16/25,5M,3.648
12/16/25,6M,3.627
12/16/25,9M,3.538
12/16/25,1Y,3.46
12/16/25,18M,3.34
12/16/25,2Y,3.306
12/16/25,3Y,3.309
12/16/25,5Y,3.423
12/16/25,10Y,3.757
12/16/25,20Y,4.125
12/16/25,30Y,4.122
12/15/25,ON,3.75
12/15/25,1W,3.679
12/15/25,2W,3.732
12/15/25,3W,3.773
12/15/25,1M,3.745
12/15/25,2M,3.718
12/15/25,3M,3.707
12/15/25,4M,3.678
12/15/25,5M,3.651
12/15/25,6M,3.631
12/15/25,9M,3.544
12/15/25,1Y,3.47
12/15/25,18M,3.358
12/15/25,2Y,3.329
12/15/25,3Y,3.341
12/15/25,5Y,3.456
12/15/25,10Y,3.78
